Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785821307,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821308,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821309,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821310,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821311,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821312,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785821313,12,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,870.0,1264.9799377541058,867.9777919896878,1661.5397920249961,62433.0
1785821314,16,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,870.0,1264.9799377541058,867.9777919896878,1661.5397920249961,62433.0
1785821315,20,,Aggregated,0.000000,0.000000,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,4,0,870.0,1264.9799377541058,867.9777919896878,1661.5397920249961,62433.0
1785821316,20,,Aggregated,2.000000,0.000000,3100,3100,4000,4000,4000,4000,4000,4000,4000,4000,4000,12,0,1700.0,2481.3247119115354,867.9777919896878,3951.9166669924743,62501.0
1785821317,20,,Aggregated,2.000000,0.000000,3100,3100,4000,4000,4000,4000,4000,4000,4000,4000,4000,12,0,1700.0,2481.3247119115354,867.9777919896878,3951.9166669924743,62501.0
